,predction_0,predction_1,predction_2,predction_3,predction_4,predction_5,predction_6,predction_7,predction_8,predction_9
1105,Fc1ccc(Cc2noc([C@H]3CCCNC3)n2)cc1.O=C(Cl)c1ccc(F)cc1,O=C(O)c1ccc(F)cc1.Fc1ccc(Cc2noc([C@H]3CCCNC3)n2)cc1,Fc1ccc(Cc2noc([C@H]3CCCNC3)n2)cc1.COC(=O)c1ccc(F)cc1,Fc1ccc(Cc2noc([C@H]3CCCNC3)n2)cc1.O=C(Br)c1ccc(F)cc1,,,,,,
1106,[N-]=[N+]=[N-].CCOC(=O)C(Cc1ccc(OCCOS(C)(=O)=O)cc1)Oc1ccc(C(C)C)cc1,CCOC(=O)C(Cc1ccc(OCCBr)cc1)Oc1ccc(C(C)C)cc1.[N-]=[N+]=[N-],CCOC(=O)C(Br)Cc1ccc(OCCN=[N+]=[N-])cc1.CC(C)c1ccc(O)cc1,CCOC(=O)C(O)Cc1ccc(OCCN=[N+]=[N-])cc1.CC(C)c1ccc(O)cc1,CC(C)c1ccc(O)cc1.CCOC(=O)CCc1ccc(OCCN=[N+]=[N-])cc1,CCOC(=O)C(Cc1ccc(OCCCl)cc1)Oc1ccc(C(C)C)cc1.[N-]=[N+]=[N-],CCOC(=O)C(I)Cc1ccc(OCCN=[N+]=[N-])cc1.CC(C)c1ccc(O)cc1,CC(C)c1ccc(O)cc1.CCOC(=O)C(Cc1ccc(OCCN=[N+]=[N-])cc1)OS(C)(=O)=O,CC(C)c1ccc(O)cc1.CCOC(=O)C(Cl)Cc1ccc(OCCN=[N+]=[N-])cc1,CCOC(=O)C(Cc1ccc(OCCI)cc1)Oc1ccc(C(C)C)cc1.[N-]=[N+]=[N-]
1107,CCCCCCCCBr.COC(Cc1ccc(N)cc1)OC,COC(Cc1ccc(N)cc1)OC.CCCCCCCCI,CCCCCCCC=O.COC(Cc1ccc(N)cc1)OC,COC(Cc1ccc(N)cc1)OC.CCCCCCCCCl,COC(Cc1ccc(Br)cc1)OC.CCCCCCCCN,COC(Cc1ccc(N)cc1)OC.CCCCCCCCO,CCCCCCCC[N+](=O)c1ccc(CC(OC)OC)cc1,CCCCCCCC[N+](=O)c1ccc(CC(OC)OC)cc1,CCCCCCCC[N+](=O)c1ccc(CC(OC)OC)cc1,CCCCCCCC[N+](=O)c1ccc(CC(OC)OC)cc1
1108,OC(CCl)COc1ccccc1.CCOC(=O)CCCOc1ccc(CCN)cc1,OC(CBr)COc1ccccc1.CCOC(=O)CCCOc1ccc(CCN)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1,CCOC(=O)CCCOc1ccc(CCNCC(COc2ccccc2)OCc2ccccc2)cc1
1109,O=C(OO)c1cccc(Cl)c1.CC(CSc1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,O.CC(CSc1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,Cc1ccc(S(=O)CC(C)(C(F)(F)F)C(F)(F)F)cc1.O=C1CCC(=O)N1Br,OO.CC(CSc1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,BrC(Br)(Br)Br.CC(CS(=O)c1ccc(CO)cc1)(C(F)(F)F)C(F)(F)F,CC(CS(=O)c1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,CC(CS(=O)c1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,CC(CS(=O)c1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,CC(CS(=O)c1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F,CC(CS(=O)c1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F
1110,CCC[C@]1(O)CC[N+](=O)[C@H]1C,CCC[C@]1(O)CCN(Cc2ccccc2)[C@H]1C,CCC[C@]1(O)CCN(C(=O)OC(C)(C)C)[C@H]1C,CCC[C@]1(O)CCN(C(=O)OCc2ccccc2)[C@H]1C,CCC[C@]1(O)CCN(C(C)=O)[C@H]1C,CCC[C@]1(O)CCN(C)[C@H]1C,CCC[C@]1(O)CCN(Cc2ccc(OC)cc2)[C@H]1C,CCC[C@]1(O)CCN(Cl)[C@H]1C,CCC[C@]1(O)CCN(Br)[C@H]1C,CCC[C@]1(O)CCN(O)[C@H]1C
1111,O=c1cnc2c(Cl)ccnc2[nH]1.COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(O)cc2F)cn1,Nc1ccc(Oc2ccnc3[nH]c(=O)cnc23)cc1F.COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)OCC(Cl)(Cl)Cl)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3ncc(=O)n4C(=O)OC(C)(C)C)cc2F)cn1
1112,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(/C=C/CN5C(=O)c6ccccc6C5=O)cc34)cc2Cl)cn1
1113,CON(C)C(=O)C(NC(=O)OC(C)(C)C)c1ccc(C(F)(F)F)cc1.[Mg+]c1ccc(I)cc1,NC(C(=O)c1ccc(I)cc1)c1ccc(C(F)(F)F)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,Brc1ccc(I)cc1.CON(C)C(=O)C(NC(=O)OC(C)(C)C)c1ccc(C(F)(F)F)cc1,CC(C)(C)OC(=O)NC(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(I)cc1,CC(C)(C)OC(=O)NC(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(I)cc1,CC(C)(C)OC(=O)NC(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(I)cc1,CC(C)(C)OC(=O)NC(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(I)cc1,CC(C)(C)OC(=O)NC(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(I)cc1,CC(C)(C)OC(=O)NC(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(I)cc1,CC(C)(C)OC(=O)NC(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(I)cc1
1114,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O,CCCCCC(O)C(CO)NC(C)=O
1115,Cc1cc2c([nH]1)CC(C)(C)CC2=O.CCOC(=O)CCCCCBr,,,,,,,,,
1116,FC1(F)CCNCC1.ClCCBr,FC1(F)CCNCC1.O=CCCl,FC1(F)CCNCC1.ClCCI,FC1(F)CCNCC1.OCCCl,ClCCCl.FC1(F)CCNCC1,CS(=O)(=O)OCCCl.FC1(F)CCNCC1,ClC(Cl)(Cl)Cl.OCCN1CCC(F)(F)CC1,FC1(F)CCNCC1.[Mg+]CCCl,FC1(F)CCNCC1.CCCl,FC1(F)CCNCC1.CCCCCl
1117,CCN.CN(C)CC(=O)O,CCN.CN(C)CC(=O)Cl,CCNC(=O)CCl.CNC,CNC.CCNC(=O)CBr,COC(=O)CN(C)C.CCN,CNC.CCNC(=O)C=O,CCOC(=O)CN(C)C.CCN,CNC.CCNC(=O)CO,CNC.CCNC(C)=O,CNC.CCNC(=O)CI
1118,CS(=O)(=O)Cl.O[C@H]1CC[C@H](Nc2ccnc3cc(Cl)ccc23)CC1,CS(=O)(=O)O[C@H]1CC[C@H](N)CC1.Clc1ccc2c(Cl)ccnc2c1,CS(=O)(=O)O[C@H]1CC[C@H](N)CC1.Clc1ccc2c(I)ccnc2c1,CS(=O)(=O)O[C@H]1CC[C@H](N)CC1.Clc1ccc2c(Br)ccnc2c1,Fc1ccnc2cc(Cl)ccc12.CS(=O)(=O)O[C@H]1CC[C@H](N)CC1,CS(=O)(=O)O[C@H]1CC[C@H](N)CC1.Oc1ccnc2cc(Cl)ccc12,CS(=O)(=O)O[C@H]1CC[C@H](N)CC1.O=S(=O)(Oc1ccnc2cc(Cl)ccc12)C(F)(F)F,CS(=O)(=O)O[C@H]1CC[C@H](N)CC1.Clc1ccc2cccnc2c1,[CH3:1][S:2](=[O:3])(=[O:4])[O:5][C@H:6]1[CH2:7][CH2:8][C@H:9]([NH2:10])[CH2:22][CH2:23]1,CS(=O)(=O)O[C@H]1CC[C@H](N)CC1.OB(O)c1ccnc2cc(Cl)ccc12
1119,C=CCNCC=C.CC1c2ccccc2CCON1C(=O)Cl,CC1NOCCc2ccccc21.C=CCN(CC=C)C(=O)Cl,C=CCNCC=C.CC1c2ccccc2CCON1C(=O)O,C=CCNC(=O)N1OCCc2ccccc2C1C.C=CCBr,C=CCNC(=O)N1OCCc2ccccc2C1C.C=CCBr,C=CCN(CC=C)C(=O)[N]C(C)c1ccccc1CCO,C=CCN(CC=C)C(=O)[N]C(C)c1ccccc1CCO,C=CCN(CC=C)C(=O)[N]C(C)c1ccccc1CCO,C=CCN(CC=C)C(=O)[N]C(C)c1ccccc1CCO,C=CCN(CC=C)C(=O)[N]C(C)c1ccccc1CCO
1120,CC(C)N1CCC(NC(=O)c2nc3c(O)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1.OCCBr,O=C(Cn1c(C(=O)NC2CCNCC2)nc2c(OCCO)cccc21)Nc1ccc(Cl)cn1.CC(C)=O,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)c2nc3c(OCCO[Si](C)(C)C(C)(C)C)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1
1121,Brc1cscn1.C[C@@H]1CNCCN1,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C,C[C@@H]1CN(c2cscn2)CCN1C(=O)OC(C)(C)C
1122,OCCN1CCCC1.COc1cc([N+](=O)[O-])ccc1Cl,COc1cc([N+](=O)[O-])ccc1O.OCCN1CCCC1,OCCN1CCCC1.COc1cc([N+](=O)[O-])ccc1F,COc1cc([N+](=O)[O-])ccc1O.ClCCN1CCCC1,C1CCNC1.COc1cc([N+](=O)[O-])ccc1OCCBr,C1CCNC1.COc1cc([N+](=O)[O-])ccc1OCCCl,OCCN1CCCC1.COc1cc([N+](=O)[O-])ccc1I,COc1cc([N+](=O)[O-])ccc1OCC(=O)N1CCCC1,COc1cc([N+](=O)[O-])ccc1OCC(=O)N1CCCC1,COc1cc([N+](=O)[O-])ccc1OCC(=O)N1CCCC1
1123,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2,CC(C)(C)OC(=O)n1nc(CC(F)(F)F)c2c1CCCC2
1124,OCC(F)(F)F.O=[N+]([O-])c1ccc(F)cc1F,FC(F)(F)CI.O=[N+]([O-])c1ccc(F)cc1O,OCC(F)(F)F.O=[N+]([O-])c1ccc(F)cc1Cl,OCC(F)(F)F.O=[N+]([O-])c1ccc(F)cc1Br,FC(F)(F)CBr.O=[N+]([O-])c1ccc(F)cc1O,OCC(F)(F)F.O=[N+]([O-])c1ccc(F)cc1O,FC(F)(F)CCl.O=[N+]([O-])c1ccc(F)cc1O,CS(=O)(=O)OCC(F)(F)F.O=[N+]([O-])c1ccc(F)cc1O,OCC(F)(F)F.O=[N+]([O-])c1ccc(F)cc1I,OCC(F)(F)F.O=[N+]([O-])c1ccc(F)cc1O
1125,CC1Cc2ccc(C3CCNCC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1.O=C(O)CC1CCCC1,CC1Cc2ccc(C3CCNCC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1.O=C(Cl)CC1CCCC1,CC1Cc2ccc(C3CCN(C(=O)CC4CCCC4)CC3)cc2CN1c1cc(Cl)nc(N)n1.CN1CCNCC1,CN1CCN(c2cc(Cl)nc(N)n2)CC1.CC1Cc2ccc(C3CCN(C(=O)CC4CCCC4)CC3)cc2CN1,O=C1CCN(C(=O)CC2CCCC2)CC1.CC1Cc2ccc(Br)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1,O=CC1CCCC1.CC1Cc2ccc(C3CCN(C(=O)Cl)CC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1,COC(=O)CC1CCCC1.CC1Cc2ccc(C3CCNCC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1,[Zn+]CC1CCCC1.CC1Cc2ccc(C3CCN(C(=O)Cl)CC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1,CC1Cc2ccc(C3=CCN(C(=O)CC4CCCC4)CC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1,CC1Cc2ccc(C3=CCN(C(=O)CC4CCCC4)CC3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1
1126,O=C(O)c1ccc(-c2cnco2)c(F)c1.CCc1cnc(N2CCC(NC3CC3)CC2)cn1,O=C(Cl)c1ccc(-c2cnco2)c(F)c1.CCc1cnc(N2CCC(NC3CC3)CC2)cn1,O=C(c1ccc(-c2cnco2)c(F)c1)N(C1CCNCC1)C1CC1.CCc1cnc(Cl)cn1,CCc1cnc(Br)cn1.O=C(c1ccc(-c2cnco2)c(F)c1)N(C1CCNCC1)C1CC1,O=C(c1ccc(-c2cnco2)c(F)c1)N(C1CCNCC1)C1CC1.CCc1cnc([Zn+])cn1,O=C(c1ccc(-c2cnco2)c(F)c1)N(C1CCNCC1)C1CC1.CCCC[Sn](CCCC)(CCCC)c1cnc(CC)cn1,CCc1cnc(I)cn1.O=C(c1ccc(-c2cnco2)c(F)c1)N(C1CCNCC1)C1CC1,CCc1cnc(F)cn1.O=C(c1ccc(-c2cnco2)c(F)c1)N(C1CCNCC1)C1CC1,COC(=O)c1ccc(-c2cnco2)c(F)c1.CCc1cnc(N2CCC(NC3CC3)CC2)cn1,CCOC(=O)c1ccc(-c2cnco2)c(F)c1.CCc1cnc(N2CCC(NC3CC3)CC2)cn1
1127,CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2N)n1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)Nc1nc(/C(=N/OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)C(=O)O)cs1,BrC(c1ccccc1)c1ccccc1.CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)/C(=N\OC2(C(=O)O)CC2)c2csc(NC(=O)OC(C)(C)C)n2)n1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)/C(=N\OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)c2csc(N)n2)n1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N=C(N1CC(CN)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)/C(=N\OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)c2csc(NC(=O)OC(C)(C)C)n2)n1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,ClC(c1ccccc1)c1ccccc1.CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)/C(=N\OC2(C(=O)O)CC2)c2csc(NC(=O)OC(C)(C)C)n2)n1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2N)n1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)Nc1nc(/C(=N/OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)C(=O)Cl)cs1,CC(C)(C)OC(=O)Nc1nc(C(Cl)=NOC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)cs1.CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)O)n1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)Cl)n1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)Nc1nc(C(Cl)=NOC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)cs1,CC(C)(C)OC(=O)Nc1nc(C(=NOC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)B2OC(C)(C)C(C)(C)O2)cs1.CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)Cl)n1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)Nc1nc(/C(=N/OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)C(=O)N[C@@H]2C(=O)N[C@@H]2CO)cs1.CC(C)(C)OC(=O)N=C(N1CC(CNC(=O)OC(C)(C)C)C1)N(Cc1cn[nH]n1)C(=O)OC(C)(C)C
1128,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1,CCOC(=O)c1cccc(Nc2ccc(C#N)cc2[N+](=O)[O-])c1
1129,O=C1COC[C@H](C(=O)c2ccccc2)N1,O=C(CCl)N[C@H](CO)[C@@H](O)c1ccccc1,O=C1COC[C@H]([C@@H](O)c2ccccc2)N1Cc1ccccc1,CC(C)(C)[Si](C)(C)N1C(=O)COC[C@@H]1[C@@H](O)c1ccccc1,O=C1COC[C@H]([C@@H](O)c2ccccc2)N1I,O=C1COC[C@H]([C@@H](O)c2ccccc2)N1Br,O=C1COC[C@H]([C@@H](O)c2ccccc2)N1Cl,CC(=O)N1C(=O)COC[C@@H]1[C@@H](O)c1ccccc1,O=C1COC[C@H]([C@@H](O)c2ccccc2)N1C(=O)c1ccccc1,O=C1COC[C@H]([C@@H](O)c2ccccc2)N1C1CCCCO1
1130,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)O[C@H](CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
1131,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1,COC(=O)c1cccc(OCC(=O)Nc2ccc(C#N)cc2)c1
1132,Cc1cc(C=O)ccc1O.CCCCCBr,CCCCCI.Cc1cc(C=O)ccc1O,CCCCCO.Cc1cc(C=O)ccc1O,CCCCCCl.Cc1cc(C=O)ccc1O,CCCCC[Mg+].Cc1cc(C=O)ccc1O,Cc1cc(C=O)ccc1O.CCCCCCC,CCCCCOc1ccc(Br)cc1C.CN(C)C=O,CCCCCOc1ccccc1C.CN(C)C=O,CCCCCB(O)O.Cc1cc(C=O)ccc1O,CCCCCOc1ccc(CO)cc1C
